CODE|DESCRIPTION|FLAGS|PRODUCT_EANS|SUBFAMILY_CODES
60646412|ACTIVIITE COLORIAGE||9781474918701,9781474918718,9781474934114,9781474938778,9781474941396,9781474949156,9781474953887,9781474953924,9781474953993,9781474954235,9781474956444,9781474960496,9781474961851,9781474963442,9781474963671,9781474964302,9781474965972,9781474972703,9781474973281,9781474976145,9781474979085,9781474979092,9781474979962,9781474980005,9781474980036,9781474980050,9781474980081,9781474980104,9781474980128,9781474980166,9781474981583,9781474984171,9781474993074,9781474993241,9781801311168,9781801311441,9781801311526,9781801312509,9781801316644,9781801319089,9781801319331,9781803702001,9781803702018,9781803702025,9781803706047,9781803706290,9781803706436,9781803707839,9781803708140,9781805076193,9781805076247,9781805077701,9781805311690,9781805313519,9781805313557,9781805313649,9781805313762,9781835400432,9781835402726,9781835403082,9781835404164,9781836061106,9781836061175,9781836063209,9781836064961,9781836067658,9782075074254,9782075074261,9782075074278,9782075074285,9782075074292,9782075074308,9782075074322,9782075074339,9782075074360,9782075074407,9782075074414,9782075074452,9782075074469,9782075074476,9782075074988,9782075075244,9782075075831,9782075075848,9782075075909,9782075075923,9782075075954,9782075075961,9782075076067,9782075076074,9782075080552,9782075080736,9782075140935,9782075141680,9782075153584,9782075155755,9782075155779,9782075155809,9782075155816,9782075155847,9782075155854,9782075155878,9782075155885,9782075156233,9782075156240,9782075162173,9782075162180,9782075162203,9782075162227,9782075162234,9782075162241,9782075162258,9782075164139,9782075164146,9782075164153,9782075164160,9782075164177,9782075164184,9782075164207,9782075165396,9782075165419,9782075175180,9782075175203,9782075175241,9782075175258,9782075175296,9782075175326,9782075176217,9782075189958,9782075200967,9782075208079,9782075208109,9782075220248,9782075223546,9782092491614,9782092491645,9782092491669,9782092491676,9782092492895,9782092494431,9782092495094,9782092496923,9782092497760,9782092570661,9782092570678,9782092570685,9782092570692,9782092570708,9782092570715,9782092570722,9782092570753,9782092570760,9782092570777,9782092570784,9782092570791,9782092570807,9782092570814,9782092570821,9782092570838,9782092570845,9782092570852,9782092570869,9782092570883,9782092570890,9782092570906,9782092570913,9782092570920,9782092570937,9782092570944,9782092570951,9782092572252,9782092574195,9782092574201,9782092574225,9782092574232,9782092574256,9782092574263,9782092574270,9782092574294,9782092574317,9782092574355,9782092574362,9782092574379,9782092574386,9782092574393,9782092574447,9782092574621,9782092577295,9782092577301,9782092577325,9782092577332,9782092577349,9782092577363,9782092577370,9782092579862,9782092579886,9782092579893,9782092580875,9782092581308,9782092581438,9782092582060,9782092582107,9782092587713,9782092588772,9782092589540,9782092589861,9782092589885,9782092589892,9782092589908,9782092589922,9782092589939,9782092589953,9782092589977,9782092589991,9782092590027,9782092590287,9782092590294,9782092591383,9782092592076,9782092592083,9782092592106,9782092592113,9782092592120,9782092593110,9782092593127,9782092593134,9782092594155,9782092596579,9782095001384,9782095013301,9782095013318,9782095013998,9782095018306,9782095024123,9782095024130,9782095025533,9782095025540,9782095025557,9782095025571,9782095025588,9782095025618,9782095025687,9782095025731,9782095025748,9782095025786,9782095025793,9782095025809,9782095025816,9782095025847,9782095025854,9782095025878,9782095026691,9782095027278,9782095028442,9782095028527,9782095029296,9782095029340,9782095034009,9782095042196,9782095042622,9782095044428,9782095044435,9782203106574,9782203106581,9782203106598,9782203106680,9782203106727,9782203106734,9782203106741,9782203106802,9782203106833,9782203106840,9782203106857,9782203106864,9782203106871,9782203106895,9782203106918,9782203106925,9782203106949,9782203106956,9782203107014,9782203111707,9782203111769,9782203111776,9782203120488,9782203123908,9782203123915,9782203124370,9782203124387,9782203124394,9782203124400,9782203124424,9782203124431,9782203125445,9782203125469,9782203125513,9782203125520,9782203125605,9782203125667,9782203125742,9782203125759,9782203156814,9782203156838,9782203156845,9782203156852,9782203156869,9782203156876,9782203160484,9782203160521,9782203166769,9782203181090,9782203185623,9782203190856,9782203190870,9782203192515,9782203207455,9782203207493,9782203207523,9782203207776,9782203207783,9782203208667,9782203218970,9782203218987,9782203218994,9782203219038,9782203219045,9782203219205,9782203224452,9782203224469,9782203224476,9782203224483,9782203232662,9782203232709,9782203247512,9782203247635,9782203257160,9782203257177,9782203257184,9782203257191,9782203257207,9782203292765,9782203292802,9782203292833,9782203292864,9782211061773,9782211075053,9782211083744,9782211089685,9782211093071,9782211095488,9782211097390,9782211204996,9782211213578,9782211222488,9782211330091,9782211335775,9782215083702,9782215083719,9782215083948,9782215084532,9782215088721,9782215088738,9782215097280,9782215104209,9782215104216,9782215106289,9782215106296,9782215115670,9782215142164,9782215142720,9782215161882,9782215161899,9782215162957,9782215162971,9782215163022,9782215163039,9782215163046,9782215163053,9782215163060,9782215163077,9782215164104,9782215164388,9782215164395,9782215164401,9782215164418,9782215164425,9782215164449,9782215164487,9782215164593,9782215164609,9782215164623,9782215164647,9782215166467,9782215166481,9782215166504,9782215166511,9782215166528,9782215166542,9782215166931,9782215168355,9782215175032,9782215175049,9782215175056,9782215177708,9782215177814,9782215177913,9782215177920,9782215177951,9782215178699,9782215178859,9782215178866,9782215178996,9782215179009,9782215181699,9782215182337,9782215182474,9782215183174,9782215183921,9782215183969,9782215184324,9782215184416,9782215184423,9782215185079,9782215189527,9782215189534,9782215192183,9782215192213,9782215192329,9782215192411,9782215192756,9782215195184,9782215195191,9782215197102,9782215197157,9782215197164,9782215197171,9782215197188,9782215197195,9782215197201,9782215197218,9782215197225,9782215197232,9782215197249,9782215197256,9782215197263,9782215197270,9782215197287,9782215197294,9782215197317,9782215197331,9782215197348,9782215197355,9782215199861,9782215200161,9782215200192,9782215203094,9782215203100,9782215203117,9782215203124,9782266363037,9782324005350,9782324005701,9782324008658,9782324008665,9782324010293,9782324010637,9782324011818,9782324011849,9782324013089,9782324017896,9782324018992,9782324020438,9782324021022,9782324021756,9782324023385,9782324025365,9782324025471,9782324025853,9782324025877,9782324025945,9782324027895,9782324028151,9782324030031,9782324030048,9782324030277,9782324030291,9782324030307,9782324030642,9782324030659,9782324030673,9782324031168,9782324031502,9782324031519,9782324031526,9782324032233,9782324032509,9782324032523,9782324032653,9782324033360,9782324033605,9782324033612,9782324034428,9782324034435,9782324034442,9782324035593,9782324035609,9782324037597,9782324037603,9782508006050,9782508010668,9782508010675,9782508029066,9782508031861,9782508031878,9782508035500,9782508035593,9782508035739,9782508039713,9782508039720,9782508039843,9782508039850,9782508040221,9782508041150,9782508041686,9782508042812,9782508042829,9782508042836,9782508042843,9782508042850,9782508042874,9782508042881,9782508042898,9782508043017,9782508043024,9782508043130,9782508044915,9782508044946,9782508044984,9782508044991,9782508045738,9782508045745,9782508045752,9782508045769,9782508045875,9782508046209,9782508046216,9782508046223,9782508046230,9782508046254,9782508046391,9782508046407,9782508046421,9782508046438,9782508046834,9782508048784,9782508048791,9782508048838,9782508048845,9782508048906,9782508049040,9782508049507,9782508050077,9782508050121,9782508050336,9782508050343,9782508050640,9782508051142,9782508051647,9782508051654,9782508051661,9782508051692,9782508051821,9782508052194,9782508052200,9782508052569,9782508053153,9782508053160,9782508053535,9782508053542,9782508053764,9782508053771,9782508053788,9782508053795,9782508054655,9782508054662,9782508054709,9782508054716,9782508054730,9782508055560,9782508055577,9782508055867,9782508055898,9782508056208,9782508056215,9782508056277,9782508056352,9782508056369,9782508056642,9782508056857,9782508057106,9782508057113,9782508057144,9782508057236,9782508057496,9782508057557,9782508057946,9782508058073,9782508058080,9782508058189,9782508058202,9782508058516,9782508058707,9782508058752,9782508058776,9782508058813,9782508058820,9782508058981,9782508059308,9782508059315,9782508059421,9782508059438,9782508059445,9782508059551,9782508059742,9782508059759,9782508059766,9782508059773,9782508059810,9782508059841,9782508059858,9782508059865,9782508060205,9782508060212,9782508060236,9782508060380,9782508060403,9782508060410,9782508060434,9782508060809,9782508060816,9782508060915,9782508061691,9782508061707,9782508061752,9782508061769,9782508061943,9782508061950,9782508061974,9782508062100,9782508062650,9782508062667,9782508062728,9782508062735,9782508062742,9782508062759,9782508062766,9782508062773,9782508062834,9782508062841,9782508062889,9782508062896,9782508062919,9782508062926,9782508063190,9782508063206,9782508063251,9782733878385,9782733883235,9782733888728,9782733891711,9782733893159,9782733893166,9782733893173,9782733893197,9782733893203,9782733893227,9782733893241,9782733895962,9782733895979,9782733895993,9782733896006,9782733896013,9782733896020,9782806308924,9782806309723,9782806309730,9782806309761,9782806310484,9782806311269,9782806311368,9782806311481,9782806311498,9782806312556,9782806312938,9782806312945,9782818942758,9782818942765,9782818943618,9782818943625,9782818943632,9782818945131,9782818945148,9782821220010,9782821220027,9782821220140,9782884450355,9782884450362,9782884450379,9782884450621,9782884450638,9782884451062,9782884454018,9782884455589,9782884802529,9782884803212,9782884805728,9782884805933,9782884806206,9782884806336,9782884806763,9782884808149,9782884808484,9782884808552,9782884808576,9782884808583,9791039502542,9791039502566,9791039502573,9791039502580,9791039503570,9791039505956,9791039506090,9791039506113,9791039506908,9791039510158,9791039521321,9791039539234,9791039562898|606464120001
60646413|ALBUMS JEUNESSE||8051708029390|606464130001
60646422|CONSOLES|||606464220001
60646424|JEUX CONSOLES|||606464240001
60646428|ACCESSOIRES DE JEUX|||606464280001
60646430|JOURNAUX PRESSE EXO||3780010600000,3780082500000,3780085100000,3782017400000,3789712500000|
60656500|DESTOCKAGE BAZAR||0206030000000,3662738020094,3662738044045,3662738044076|606565000001
60666600|LITrueSON|||606666000001
60666604|SACHERIE A VENDRE|||606666040001
60666607|CARTE KDO PRO NAT ET LOCAL|||606666070001
60666608|CARTE KDO CLIENT|||606666080001
60666610|CARTES CADEAUX|||606666100001
60666612|COFFRETS CADEAUX|||606666120001
60666626|FID PLAN DE RECRUTEMENT LOCAL|||606666260001
60686800|ANIMATION BAZAR|||606868000001
70700191|DECONSIGNES|||707001910001
70707000|CEM|||707070000001
100202000001|VIANDE BOVINE LAIT/STD TRAD||0212373000000,2800038000000,2801217000000,2801506000000,2802699000000,2802700000000,2802830000000,2823600000000,2827545000000,2830400000000,2830428000000,2830429000000,2830431000000,2830437000000,2850899000000,2850901000000,2850903000000|
100202020001|VEAU LAIT/STD TRAD||0211498000000,2218864000000,2801368000000,2802417000000,2803947000000,2813304000000,2820314000000,2823601000000,2829555000000,2830392000000,2830770000000,2830812000000,2830916000000,2830933000000,2830934000000,2830935000000,2887776000000|
100202040001|PORC STANDARD TRAD||0210067000000,0210071000000,0210279000000,0210280000000,0210810000000,0210818000000,0210829000000,0210984000000,0210988000000,0210990000000,0211091000000,0211497000000,0211884000000,0211885000000,0212380000000,0212382000000,0212383000000,0212543000000,0212544000000,0290024000000,0290035000000,0290037000000,2801147000000,2801366000000,2801367000000,2801370000000,2801371000000,2801373000000,2801374000000,2801375000000,2801490000000,2801502000000,2802515000000,2802516000000,2802517000000,2802518000000,2802527000000,2802640000000,2802650000000,2802651000000,2802696000000,2802697000000,2802698000000,2802704000000,2802705000000,2802827000000,2802829000000,2802831000000,2802832000000,2802833000000,2804679000000,2804928000000,2805199000000,2805203000000,2813307000000,2813356000000,2820076000000,2822554000000,2823602000000,2824635000000,2824637000000,2824741000000,2824759000000,2824766000000,2824921000000,2825415000000,2825433000000,2826341000000,2827344000000,2827345000000,2827346000000,2827347000000,2827541000000,2827543000000,2829670000000,2829672000000,2829676000000,2829680000000,2829682000000,2829728000000,2830377000000,2830379000000,2830387000000,2830388000000,2830389000000,2830390000000,2830391000000,2830394000000,2830401000000,2830402000000,2830403000000,2830404000000,2830405000000,2830407000000,2830408000000,2830410000000,2830411000000,2830412000000,2830414000000,2830416000000,2830418000000,2830419000000,2830423000000,2830426000000,2830427000000,2830432000000,2830433000000,2830764000000,2830768000000,2830772000000,2830778000000,2830782000000,2830787000000,2830790000000,2830879000000,2831787000000,2831793000000,2832167000000,2832171000000,2832172000000,2832173000000,2832174000000,2832177000000,2835904000000,2847679000000,2850305000000,2850307000000,2850321000000,2850325000000,2850335000000,3250391535163,3608568200732|
100202060001|AGNEAU Francais TRAD||2823603000000|
100202080001|VIANDE CHEVALINE TRAD||2803406000000,2803408000000,2803410000000,2803412000000,2823604000000|
100202100001|TRIPERIE / ABATS BOVINE TRAD||2823605000000|
100202120001|PRODUITS ELABORES TR||2805292000000,2805569000000,2805571000000,2805573000000,2805577000000,2805579000000,2805581000000,2805585000000,2805587000000,2805589000000,2805591000000,2805690000000,2805692000000,2805694000000,2805696000000,2823606000000|
100202130001|GIBIER BOUCHERIE TR||2820620000000,2820625000000,2820626000000,2822427000000,2822428000000,2822429000000,2823607000000,2827016000000,2827017000000,2830385000000,2830386000000,2830736000000,2830737000000,2831736000000,2831737000000,3266980028503|
100202140001|BOUCHERIE TR/FE PDV||2823608000000|
100202200001|VIANDE BOVINE LAIT/STD FE PDV||2823609000000|
100202220001|VEAU LAIT/STD FE PDV||2804677000000,2823610000000,2829517000000,2829551000000,2829554000000,2887774000000,2887775000000|
100202240001|PORC STANDARD FE PDV||0210992000000,0211079000000,2801148000000,2801369000000,2801381000000,2804676000000,2804678000000,2804929000000,2805200000000,2805204000000,2823611000000,2824636000000,2824638000000,2824742000000,2824760000000,2824922000000,2825075000000,2825416000000,2825434000000,2826342000000,2826344000000,2827048000000,2827542000000,2827544000000,2829514000000,2829519000000,2829522000000,2829525000000,2829526000000,2829532000000,2829536000000,2829539000000,2829548000000,2829549000000,2829556000000,2829557000000,2829558000000,2829559000000,2829560000000,2829561000000,2829563000000,2829564000000,2829565000000,2829568000000,2829574000000,2829577000000,2829578000000,2829581000000,2829584000000,2829587000000,2829593000000,2829596000000,2829599000000,2829602000000,2829605000000,2829617000000,2829671000000,2829673000000,2829677000000,2829681000000,2829683000000,2830651000000,2830653000000,2830655000000,2830657000000,2830699000000,2830713000000,2830717000000,2830719000000,2830762000000,2830765000000,2830766000000,2830773000000,2830776000000,2830780000000,2830784000000,2830785000000,2830786000000,2830788000000,2830789000000,2830802000000,2830803000000,2830804000000,2830805000000,2830806000000,2830818000000,2830836000000,2830852000000,2830880000000,2831788000000,2831794000000,2831795000000,2831796000000,2832168000000,2832175000000,2832176000000,2832178000000,2835903000000,2835905000000,2835907000000,2850306000000,2850308000000,2850322000000,2850326000000,2850336000000,2850346000000,2887767000000,2887768000000,2887769000000,2887771000000|
100202260001|AGNEAU Francais FE PDV||0206028000000,2823612000000|
100202280001|VIANDE CHEVALINE FE PDV||2803407000000,2803409000000,2803411000000,2803413000000,2823613000000|
100202300001|TRIPERIE/ABATS BOVINE FE PDV||2823614000000|
100202320001|PRODUITS ELABORES FE PDV||2801218000000,2801507000000,2823615000000,2824767000000,2827546000000,2829527000000,2829528000000,2829552000000,2829553000000,2830324000000,2830325000000,2830701000000,2830703000000,2830711000000,2830763000000,2830774000000,2830807000000,2830810000000,2830813000000,2830816000000,2830842000000,2830909000000,2830913000000,2830931000000,2830932000000,2830953000000,2830954000000,2850900000000,2850902000000,2850904000000|
100202400001|PIECE ENTIERE||2131293000000,2801167000000,2801181000000,2801249000000,2820483000000,2820485000000,2822894000000,2822914000000,2822918000000,2823616000000,2824710000000,2825836000000,2826069000000,2826071000000,2827012000000,2827014000000,2827602000000,2829779000000,2829812000000,2829814000000,2832059000000,2832089000000,2832095000000,2832099000000,2832117000000,2832197000000,2832199000000,2832308000000,2832320000000,2832626000000,2832687000000,2832689000000,2832691000000,2832693000000,2832788000000,2832790000000,2832792000000,2832794000000,2832798000000,2832802000000,2832804000000,2832808000000,2832810000000,2832812000000,2832814000000,2832816000000,2832818000000,2832860000000,2832882000000,2832884000000,2832894000000,2832896000000,2832898000000,2832900000000,2832902000000,2832906000000,2832979000000,2832981000000|
100202400002|DECOUPE DE POULET||2244840000000,2801259000000,2801267000000,2801413000000,2801417000000,2801421000000,2801733000000,2801964000000,2802334000000,2802336000000,2802342000000,2802392000000,2802418000000,2802420000000,2802570000000,2802814000000,2804913000000,2804915000000,2804958000000,2804962000000,2804964000000,2804970000000,2804974000000,2805218000000,2820719000000,2822896000000,2822904000000,2822910000000,2824631000000,2824739000000,2824976000000,2824978000000,2825271000000,2825273000000,2825277000000,2825423000000,2825431000000,2825796000000,2826543000000,2826545000000,2826691000000,2827340000000,2827342000000,2829757000000,2829789000000,2829826000000,2829830000000,2829965000000,2830251000000,2830255000000,2830257000000,2830287000000,2830291000000,2830292000000,2830294000000,2830306000000,2830923000000,2831836000000,2831838000000,2831840000000,2831842000000,2832055000000,2832105000000,2832107000000,2832119000000,2832151000000,2832161000000,2832165000000,2832695000000,2832697000000,2832699000000,2832701000000,2832828000000,2832830000000,2832834000000,2832836000000,2832838000000,2832840000000,2832842000000,2832844000000,2832846000000,2832850000000,2832852000000,2832854000000,2832856000000,2832858000000,2832989000000,2835792000000,2845487000000,2847682000000,2847683000000,2850211000000,2850217000000,2850223000000,2850225000000,2850231000000,2850233000000,2865541000000,3531940162000|
100202400003|DECOUPE DE DINDE||2801151000000,2801169000000,2801189000000,2801195000000,2801203000000,2804954000000,2804966000000,2804968000000,2804972000000,2822916000000,2824908000000,2829749000000,2830250000000,2830290000000,2830296000000,2830304000000,2830309000000,2830310000000,2832121000000,2832123000000,2832489000000,2832862000000,2832864000000,2832866000000,2832868000000,2832870000000,2832872000000,2832874000000,2845489000000,2850199000000,2850201000000,3266980046682,3266980046712,3266980046729|
